8442	3266	9088
847	569	1946
4749	2613	4151
6811	6416	2616
8265	3194	4322
9962	8775	4511
9260	5065	2449
5215	6103	7924
6741	3886	1954
3500	6473	4475
5022	5852	5121
309	4177	2748
584	5721	9004
5456	5704	5583
6559	1594	6108
4848	6230	573
4743	5724	2873
7903	3720	7990
1306	1112	6197
4093	5671	9584
8739	6512	7435
1260	9124	608
1472	7673	5519
4950	6218	6206
6140	2617	2803
8832	821	4706
8108	8588	4398
3246	6572	2280
7898	8917	1013
9275	6055	5856
6159	9490	2102
2588	4420	3481
4893	3782	6959
5686	1391	9969
6243	1146	5892
8250	7604	7982
2986	3507	4414
7225	4471	3985
1220	424	5674
4252	5294	228
3207	7980	3479
3117	5212	1195
4175	2871	8161
5050	5524	5840
4401	3552	3169
3699	328	182
5918	8202	9432
4350	6515	9560
4346	6310	5885
4302	9727	3265
2607	716	8064
5585	6137	8098
4276	1393	8645
7221	1903	3252
9559	8670	1370
1165	1459	7192
1073	7415	9734
7034	2442	2339
5713	2053	4959
9264	4906	7120
7477	5950	2054
6305	4605	6842
2964	65	5367
1331	4446	9037
38	6486	9251
5705	1678	9751
3048	2317	3906
6373	6863	7241
4684	3681	3051
6159	1979	7075
4177	9541	6516
7014	5981	8453
6218	3788	1996
4806	7573	1348
1431	593	57
231	2433	9530
7301	2589	2915
5901	189	1935
1275	5362	231
5656	5908	7157
6934	8013	6523
3298	5126	4920
3307	7035	6238
5187	8458	4053
481	6649	8739
3470	3313	8895
6874	4663	9321
8762	3199	3904
9461	922	4868
735	8158	4746
9711	121	908
9537	3110	9973
1076	3301	8746
1902	9616	6224
5124	3186	4743
9604	5288	277
5453	2156	2635
703	9337	3071
580	9942	6105
3773	962	3043
2971	4442	9705
4484	8486	4910
855	8055	1736
203	5520	8354
1094	223	251
6137	7167	9856
3863	2082	3103
922	6229	9621
2734	3269	3578
4021	7487	2744
671	17	9875
8516	9452	398
4631	427	8588
5195	8357	1206
5387	5790	3268
6776	6894	1004
2067	5845	1436
6115	25	6768
2446	9579	4088
8244	5898	583
5649	2766	7959
8171	9117	5270
9050	6519	4685
7988	1274	2959
8241	772	4628
6957	9146	7024
8669	8655	2778
3036	5486	7111
7128	6330	9274
9789	5896	5324
5184	8079	5836
9846	8621	3901
7528	93	6661
3159	3055	7756
1634	7427	3052
9331	5880	4097
9077	8913	68
3090	3452	6419
586	8771	3263
4276	8556	2783
6807	675	2644
6987	2473	7678
5289	6197	933
1799	5184	1759
150	2130	2512
2768	6392	4293
8512	315	2882
3658	2429	9257
7406	2959	2464
4544	1907	2305
6163	741	6051
3237	1378	2347
5547	9369	6428
803	5514	6843
5927	4569	5340
5596	2734	2171
8248	341	2150
752	4404	1396
3525	4300	53
1320	6775	9491
4726	1511	8613
4035	6665	1859
5187	8339	8713
721	7472	6746
4403	2519	866
4386	9570	5152
789	2982	4416
767	44	8498
814	2883	7852
1041	3272	6013
428	3470	3336
6855	267	6837
4763	7064	7712
9007	4150	1278
9415	5275	8359
1780	5016	5823
9447	4610	2637
7527	1449	2459
8288	2302	5986
5383	3975	7888
8671	6858	1204
7498	424	5956
4825	346	7242
8701	7713	241
789	8206	9479
2250	9163	4203
789	7383	9549
4868	285	8038
9466	2928	5374
4387	8046	7489
8567	8298	3235
9695	712	5317
4634	7256	3148
2323	1129	5510
7066	2987	5733
1499	4876	3882
9285	8744	3235
1523	446	2639
3204	1240	3825
7824	9002	4496
7162	6628	6950
5873	1369	998
6327	8960	8531
4762	164	9790
2200	6236	9425
7675	8242	5197
3875	9635	7391
6830	4206	358
3230	4148	8118
5870	4617	5862
5791	3056	5920
6287	304	5154
7938	4239	7628
28	1456	7812
6423	4855	7332
499	6929	5066
2820	7891	3736
514	6059	9636
6111	9555	740
5400	9642	5023
6907	1861	4804
1518	3223	3150
7812	1103	616
3799	8424	514
8280	6608	317
1515	5385	3573
9082	8853	9819
9776	6951	6591
9833	3783	9291
6845	4790	8784
976	4817	933
5353	7502	1032
9604	4334	9963
1499	9914	8896
6397	2082	5854
2120	8336	2879
1314	7609	5120
8898	7447	6145
6189	3261	6318
9892	3752	1804
7583	5621	23
112	8270	1894
1175	6040	2328
1098	1716	9931
7104	3178	6248
6728	8663	5147
1185	6970	2203
2386	8960	4538
7701	2464	6223
8850	7290	7786
3222	7302	8030
7777	3333	9625
7410	1744	5473
5548	3844	4544
5769	4153	7585
6698	3753	6366
3996	4014	2558
1414	7585	4503
8399	4119	8987
8243	6336	915
6349	447	2238
3718	2806	2287
4992	5670	9654
4848	9600	8864
1143	9604	9106
3149	4740	8284
9865	8577	4421
1232	8957	1982
6979	9981	1865
5760	2678	3646
1408	5325	8380
9389	5329	8828
61	7797	3991
2257	9767	2466
3024	2679	45
4273	9252	1174
241	3257	232
4299	5675	3052
127	2563	4291
6167	6571	6122
1377	9989	2677
1471	8846	4277
9457	9509	3289
9952	1024	15
6870	8277	5004
6278	3564	5585
6986	2743	2869
2310	1951	4721
8206	8897	2197
8673	9788	8107
7902	3417	5096
6092	6413	8742
3161	3625	4049
4160	7849	5205
7450	7349	1521
8980	3689	9615
2532	7701	387
6267	1655	4916
7407	3472	5829
9521	8844	8542
775	4938	2259
1761	1811	5377
7254	9681	3369
9122	3796	3444
4205	9000	4184
6233	5774	3966
1278	9814	4580
3597	3103	1645
305	2714	611
8236	6369	1254
7583	3210	9586
232	1316	1063
907	6885	388
4140	53	2598
4996	3134	9851
9128	4415	9284
665	4868	445
7237	6107	5
2978	536	7281
7463	190	4502
6908	2736	222
8449	4182	8289
5074	4293	8997
1838	9474	9442
2252	2347	9965
1671	8731	6394
4799	148	3321
2254	8525	1659
1837	5645	6738
9471	7924	1836
6227	9182	6274
5533	1426	918
4637	7888	345
7035	7924	1563
8825	4397	9397
2232	2292	7988
9711	8331	8774
6153	672	5271
5742	8259	6772
3267	8376	5558
8822	8663	8150
6095	7811	62
8679	7900	1991
821	3570	1828
7603	960	7950
8072	978	3809
8605	2919	9546
6164	4	1133
2502	5510	6364
3186	9036	4435
192	3550	6480
7467	6317	7862
1305	9651	1547
8278	5162	6134
5150	8007	4475
3041	7740	8122
4742	6593	4461
7630	9305	2834
9909	526	5299
1203	2965	3222
3508	6807	7192
8755	5190	266
8416	2751	8337
2342	8368	7741
4612	4416	4323
1345	3248	8040
9777	1498	8655
6361	694	9650
3442	7575	5769
85	753	6118
736	9174	3438
1262	862	9274
146	7629	617
1314	2500	50
2085	6650	452
6648	1263	4333
6162	1634	8107
8554	6551	7425
3137	2023	3905
3523	8430	519
1818	4596	2113
3413	8973	28
3324	7011	4604
8601	4199	6302
7574	9031	2867
4577	2714	7706
6332	9835	2375
3162	3598	1334
7314	2521	5196
9376	6357	1678
7740	6896	8223
5545	2625	8278
7018	842	73
6231	543	5726
9124	9847	6438
910	641	6708
5518	2994	1435
626	5188	8963
1192	8059	8638
2176	2734	2459
9799	8716	3358
5929	7521	2653
2413	4318	6214
3303	9089	5856
2075	6774	9712
290	9057	2160
6714	8085	5885
3688	1953	3609
651	1545	457
1591	5657	6727
1708	4665	3629
3669	6137	2196
9252	6572	3000
6206	6083	2442
7567	9944	8153
9202	3143	5518
3206	1677	2637
3433	5177	8556
9565	9825	9757
9897	718	4293
2943	760	2623
4259	8924	1807
6693	3625	4885
5263	2440	2651
2224	2012	3711
9751	7176	7190
7879	9251	9850
3767	3935	947
4176	5646	273
3864	9477	2612
6154	8357	2528
1400	3941	5276
5435	5940	3597
8802	9683	707
8112	8825	2501
154	1188	2945
8911	470	2812
9510	3057	9817
3918	3750	2117
9206	1902	4300
2792	6549	6102
9839	8497	6368
3332	2991	6477
3694	2706	7586
8815	4075	688
1758	3039	7656
8192	423	2965
4695	542	9638
4163	7349	2292
2201	3330	3715
5538	2969	2035
662	977	9239
1718	2620	6082
2262	1345	7695
9672	4511	6435
3594	5564	5228
9937	6720	1973
7071	2110	6921
328	9578	5706
2056	2745	6297
7609	7119	1264
7489	9019	9401
7458	3205	9017
7304	7726	1521
4441	9108	5431
6242	5583	1543
6204	4241	1932
951	7975	3394
384	6640	3267
2429	3406	5128
2819	7896	4579
6357	65	7129
2723	1477	6276
2032	8191	3578
6194	642	8008
2857	3252	1810
6625	3752	4693
8811	2909	5028
7112	1421	8360
8753	8789	2290
5574	8854	8222
5012	2254	1612
1575	8474	1863
1549	7464	2514
9429	3749	2780
7057	7317	3795
4455	423	4622
1583	4940	3135
1726	6823	8021
9540	5257	5743
7839	7618	4793
2579	5202	1474
4757	3842	3451
9705	484	1143
9891	299	6014
7184	2834	5575
9416	3242	9194
2076	9263	9964
772	8377	4059
9036	5709	1744
262	4127	3994
8698	405	3590
523	2615	3407
7026	9469	9410
6431	5738	2392
5075	7474	9394
6144	7628	927
7218	3409	9626
6415	6793	2018
5178	7930	2868
8294	7590	6820
7884	7298	7001
1155	5203	855
9871	7463	5307
4856	7820	3464
4572	4994	7352
7983	7569	1425
72	3821	6586
3904	9710	5661
1979	1312	2007
6097	839	4155
6787	3343	4793
3144	5151	22
9549	8573	1233
171	6000	6179
784	6210	9303
2042	8857	5931
1469	3108	4743
7589	1827	8885
9767	1447	4222
3131	6733	1468
8331	6426	7767
9439	7279	8906
8155	6163	3454
6193	2892	7143
815	2375	8234
9769	9150	7962
990	2898	2103
8138	6472	4494
2334	174	4390
1025	305	6998
7423	3384	6336
9380	8048	875
624	75	1543
4281	3390	3056
4182	4902	2519
1855	622	7320
1021	5282	3368
8542	9982	2814
3121	5634	3756
4476	1052	1571
5464	8053	5559
1243	179	6370
86	6663	6853
3422	8144	3526
3561	5300	4717
1524	5500	4823
8605	5592	9928
993	6950	6900
7742	9860	5737
7252	3626	2584
6425	7158	9722
1274	9637	3711
4	2395	8807
5170	1995	3571
8849	3037	2701
2770	5289	2717
4557	1044	8107
9637	122	8432
5276	4793	6464
1484	6305	297
9732	3114	8066
2888	562	71
7239	5549	8880
3230	3291	2288
1857	6204	5790
3089	9261	4316
1960	5628	1126
3004	4000	7231
7632	1028	7450
8579	8529	7303
146	7124	1391
1842	476	842
6991	3641	6832
6016	585	6592
3180	9573	9691
7024	3507	515
8420	2616	1166
1456	7807	4163
6708	7464	5882
5838	2102	6503
226	7025	8978
8249	2716	6510
6171	3739	5714
9464	7200	6243
4369	362	4029
2288	1576	7120
9118	598	5527
9721	3793	6171
2585	8111	3551
7431	3703	7305
6176	2732	3184
9641	2932	1959
2381	8912	9992
6899	7337	8346
8631	1733	2042
5219	9692	6786
3195	9063	8571
7409	6074	3730
9956	2713	555
7316	6344	9303
7313	6255	3546
6980	4689	3311
8339	8159	4497
259	2873	1762
3645	6031	6668
1443	2395	3929
9484	1159	8868
5841	2016	8049
2018	5538	9073
6334	5817	6164
5289	2271	2500
8254	8198	6234
2017	9039	9553
8402	2169	7339
537	9638	7098
7865	7817	5416
920	3968	8232
9980	2395	1659
8139	8266	7512
5760	940	1823
6947	318	8179
2865	4487	2739
7542	4953	7126
3558	2333	782
5673	1682	9148
9722	3971	290
1977	4569	7884
585	2838	9206
2532	5474	2294
9296	7144	9523
9096	5249	6337
6814	4557	9020
7007	2832	5126
2346	2932	9197
8850	9040	8185
7671	3140	5244
746	546	4745
346	630	4935
6342	2246	8334
4475	7954	4643
143	2720	6843
8425	1731	3085
8669	5623	8209
1919	119	9415
5590	9630	8344
1460	3157	8779
627	7623	315
7540	1018	9811
8179	4769	9708
7894	5258	9878
8170	6230	8750
5794	3128	913
1241	6727	8463
7047	1972	3989
2210	9870	5945
1679	1745	2189
5584	6501	7528
771	8335	9059
8598	9304	7937
487	1627	5966
5503	6648	2378
9866	1553	776
790	3364	1880
9017	2591	9793
1618	4568	3816
7326	7316	4643
1546	9474	1938
3173	899	5129
5568	258	638
9330	9501	5312
5848	2635	7868
6925	7685	5600
8898	6493	4666
6948	8179	2536
9639	4991	3213
2077	7068	4589
9374	9956	6791
6904	3894	7295
9092	3563	6936
3128	4894	6959
408	672	5514
3718	5412	3473
3799	5647	9870
8000	5300	1822
8500	5016	7048
9831	1270	9604
9360	5103	2582
4036	8965	7856
5796	3153	6
7460	7162	5705
4802	7738	8820
9086	2596	6266
5632	7416	6015
896	441	1110
6851	9022	9099
6265	5320	5307
428	2816	6693
4188	3747	2070
5642	7801	6426
3723	3740	6723
4777	6555	3001
1396	392	1320
8542	3575	9820
3700	583	9857
6204	9657	524
3170	4115	7486
8825	284	3762
3135	9978	2558
7919	6402	380
2657	3194	3167
7165	2374	341
5321	8004	4786
8357	1533	8978
6651	8493	4954
7862	2922	5698
9950	7506	849
1174	8638	6334
3023	3142	563
1790	2384	3182
4221	6849	1755
6409	2330	7155
5334	4148	9964
7036	2229	8438
7840	4509	4853
8863	3239	5017
2800	7221	4389
3023	8332	8070
5319	1684	3699
2196	3890	776
2272	564	724
4036	4333	5177
9858	286	7761
3965	5627	2272
2783	6906	3323
1535	2523	6491
9371	9452	2762
7564	8454	612
2490	3578	9028
3969	6306	7814
8154	2901	5492
7510	1324	1842
3792	5898	4404
1750	7026	9297
9061	675	9103
2826	3231	4966
1072	6446	2841
1625	7054	1806
6316	982	6116
33	8775	9766
8474	3971	7295
4925	5487	36
8764	7466	1444
1868	3188	8134
8253	5092	5452
2009	8955	3862
6921	5645	765
9619	7884	8740
880	9801	269
278	8429	4222
520	1374	7207
3542	2705	4064
1071	8100	4499
5659	9836	1466
6761	7934	1863
758	829	4802
2718	8999	2218
6317	1638	6385
9447	3639	9198
9538	1538	263
5773	2376	4056
6388	7753	6721
2660	5227	4072
9526	9628	5961
7854	1187	1216
9640	6389	8343
5428	1260	7859
845	2105	774
8104	8036	6572
7005	1679	3033
2140	7508	6160
7678	8544	1989
7801	9153	1119
2381	1304	5949
2395	3043	9949
1034	5046	2810
6638	1677	112
1747	1998	9610
6315	2216	9844
3079	2023	7211
1647	9962	218
166	4205	1064
2478	392	4904
1012	283	7808
7190	9505	9365
5965	4353	5441
7675	4060	2348
583	2090	2671
7442	9437	7181
8566	3961	7090
6346	2038	5920
6921	9545	4041
9483	4322	8880
2332	8647	4952
3320	5804	996
8001	8645	9681
5309	5560	4374
6618	2793	476
9933	3375	6531
1556	1566	1451
5036	4975	7793
4582	6539	4295
2361	5520	3419
479	6610	1833
4103	9348	5852
6310	1781	5559
9572	2785	4237
81	3579	2191
5752	8645	5874
9422	5073	7773
5401	1238	1170
4456	9605	143
7258	9910	3615
6810	9948	4992
6150	2146	9396
8902	7821	7067
6679	8267	3794
6672	7915	2605
9214	6348	4233
715	8583	5373
7738	6752	9925
2073	4430	7912
552	1046	258
6317	7847	1654
3936	3697	716
7677	9129	7015
6354	5077	7924
6686	1613	9197
1790	9926	1174
3695	3168	9493
8637	9435	2108
5465	8421	7977
614	4887	1516
8255	8458	4835
5486	221	6996
9572	4431	9555
6842	5529	6414
6062	7086	361
1020	3063	9755
3602	187	9158
3634	4784	375
4359	850	4735
7582	4443	6328
8958	1585	9024
8240	1914	9494
1804	8445	3101
4237	3858	754
9155	906	734
8476	3088	104
7691	3553	373
8486	3921	4670
9679	3088	7430
3428	664	9814
6263	6616	8863
1786	2807	4690
1775	7102	442
7888	633	572
8688	1895	2288
5373	402	7509
457	3563	9597
1820	6018	2250
2164	3679	3257
3749	5948	1900
200	9986	2095
4508	7877	1210
5693	88	7852
934	5169	893
8145	2898	1558
1544	9774	4601
5855	5661	6866
4551	4233	3004
5754	4058	6134
9980	3574	6918
1160	2936	230
8040	6428	4422
6876	610	3710
9264	4994	6918
8494	8777	3812
3329	324	6292
7286	256	7481
4388	8723	98
3950	192	4878
2550	9385	8621
6033	3947	5930
5491	1323	3731
399	1496	9788
5850	2161	3997
4230	9363	8941
1998	5640	3449
5826	2910	8875
9953	2110	2236
4022	2662	1420
2567	8474	8117
5797	7532	877
7305	6410	3314
6636	2723	2613
8679	5297	7272
9638	2677	7214
3946	3527	7818
1078	2659	5512
9265	2490	4976
8270	4614	2687
4061	3735	4107
1023	775	4721
447	718	907
2172	579	5353
4059	459	6408
2510	438	7604
7685	4073	1189
8873	8129	3562
6994	6188	8728
4638	4165	9832
6890	3826	1581
5835	2430	3762
291	489	5482
628	5278	3414
2185	756	3753
7455	6082	864
5468	5369	878
9362	7026	2606
5290	6458	9300
8067	3628	2800
4327	6184	2235
3371	2753	4191
819	6439	7481
1704	8101	5797
7900	1222	7482
3937	9519	5132
4887	9304	6107
9721	8968	6684
3527	1228	2090
4330	4475	9567
319	5522	7651
4421	8365	2120
4896	1697	6966
5616	6123	8922
9313	2767	3642
202	7691	3988
1547	8067	672
9919	3056	6399
8280	9231	3452
5759	8428	2733
4154	5230	2224
9649	5844	6596
8797	728	7405
8326	3135	7921
8209	9882	5344
1172	915	2129
6326	8922	6433
1981	6442	7454
6990	9456	3913
3419	9363	6693
256	8601	9425
3100	1266	4801
6724	5721	1452
8021	7112	5240
34	3945	8961
452	173	808
6	6823	6155
5441	6006	448
3863	3941	385
3360	8343	7571
3720	8877	7362
6664	7372	7286
8562	465	312
8696	5742	5087
7828	5290	3872
2287	3252	7870
8497	6155	6508
8022	1001	3049
3475	4897	6629
9214	1433	9306
3817	6809	8952
4129	7791	2278
3680	380	9789
6144	4205	4897
7970	7508	4018
2636	6385	2226
989	384	2221
3014	7776	1773
7784	655	6337
2691	6097	9166
7549	5369	4699
6312	9917	7596
8029	9356	7520
4726	6596	3819
8211	4793	9724
5823	9692	3432
3028	8603	4128
2789	9210	1790
1864	1720	4561
8964	5984	8441
9590	3318	4975
3395	5121	3587
840	9358	2773
8462	5427	160
72	3320	9311
5863	8874	3027
3698	9915	5583
5781	1383	5084
5261	1001	8888
9139	8731	1466
4002	2530	41
3768	7876	422
8258	5259	4919
944	750	8843
100	4046	5024
1478	2627	4240
5973	327	1757
5232	1647	9512
6647	158	640
6914	8467	1638
3854	4549	704
5857	5884	1639
7545	4989	7261
8021	3550	6271
863	2498	6042
3316	8590	3873
7472	3283	2490
4710	4219	6113
7025	944	8268
4660	4540	3571
7314	3692	6310
1763	7613	1482
6590	1980	5462
3745	6505	2540
721	9792	3089
2297	523	7794
8236	1052	5352
63	3012	5546
7026	1856	3785
5892	4254	1872
7293	7852	1956
9012	6369	7576
5364	6097	2067
8179	2520	1022
6487	7424	1879
7161	1596	3097
4775	5431	1920
1999	6949	6771
2088	3953	3382
4455	2929	2031
1220	383	9235
7971	7696	9639
9979	6781	3145
8843	1926	5749
7909	2830	4586
8150	1468	9015
3691	2986	2835
5858	5245	3690
6865	2287	128
6656	2285	4558
3376	2699	1414
8304	8149	8761
6698	7877	4652
2820	2253	2286
6694	6977	3729
8585	8029	3727
2576	5961	290
9505	9826	520
2492	6851	9640
7270	3062	6692
1798	2332	7785
8783	9708	3960
5683	5349	7519
6043	4478	5106
2171	2445	9206
9736	6213	9693
4867	29	6812
5065	6647	4632
6886	2193	515
6843	6227	5128
4324	189	2480
5981	5628	4899
8629	7058	3607
3965	7036	7299
9539	121	8598
8625	4146	4294
5794	5849	945
211	7519	3218
4365	2201	4734
582	5407	8536
5722	9814	8717
4643	4325	7297
2871	5240	7348
3106	1662	2663
6541	4292	2390
2791	2154	2273
5444	8724	6896
4842	1021	6549
2088	471	6010
9719	4559	644
507	3147	5444
7077	9161	5794
3525	4752	1087
7107	2414	6953
3661	7485	8174
5434	3170	2709
7780	8533	1107
3488	3792	1608
5209	2160	776
573	7756	2897
6550	3405	7914
5957	7287	9250
3361	6060	5516
1003	3565	5636
6511	218	3694
3682	4651	5017
9419	1276	3015
8385	2678	7519
9566	7897	5186
1585	2290	4005
2657	4288	9129
1716	9853	4828
8303	2065	7512
1177	6248	1206
8712	6951	682
2050	9471	2720
7615	5960	6719
5729	2584	2120
4410	9444	8437
902	965	3946
9768	580	8812
2592	144	994
4206	5958	2108
7344	876	3642
5738	2624	7424
6562	2353	7415
3152	3539	6998
9279	323	6545
6894	2682	2830
3150	1850	6324
5552	5253	8963
2866	1438	6705
8185	3450	7300
9839	1148	4811
5961	5519	8334
2712	6414	4299
5646	4521	2912
5566	6464	1147
8755	3692	7133
7869	9606	9599
1012	6487	1435
8064	3434	7668
6136	2940	7224
8596	9587	4163
8476	2066	1227
3464	1964	2188
2765	1474	3838
910	7354	854
3090	7511	9985
6503	1784	454
4996	9052	747
7537	5334	5952
9881	1455	5376
4951	260	4784
3398	5526	9835
3984	6301	6419
3068	3786	1209
6492	5029	7056
5720	5974	3557
3439	7239	7516
3611	4798	1778
9067	7665	8844
7648	3301	4250
1498	3838	7745
8937	2297	1767
2979	1396	1250
8775	6474	1310
595	2906	6874
9375	2272	6023
2440	3317	101
1614	8106	9892
1263	7052	2578
9141	4011	1449
5340	65	2141
2921	6538	7299
2055	4563	8641
6583	2562	4324
4115	1254	5931
3052	588	4353
41	95	2783
6813	6837	3929
705	4874	7450
2911	6741	3448
2364	5354	1454
4590	8913	5193
2693	6377	4509
7924	1818	723
8533	9158	8512
2835	3220	1931
1133	7783	562
4003	4458	8220
7388	4546	5886
4216	623	8290
5805	2892	660
3782	1470	6435
3555	3753	3905
1038	7424	5880
4722	7028	2790
4809	5552	1609
6513	8030	9132
6076	9162	2263
3997	1219	4788
5898	454	7142
4045	6121	8659
3539	9296	5061
5743	7414	6073
6309	5069	2998
9055	4643	5431
1469	1547	6199
9471	4064	7282
6264	109	7567
3010	5367	6406
6840	388	954
2529	6448	2575
2720	2641	1150
7740	5217	2974
8114	3941	7853
8211	2775	2259
5468	1132	5548
7007	422	405
2922	8559	9128
2015	8010	6334
7265	8667	4105
8498	4248	6499
5514	7724	5181
3302	231	6462
1939	5179	3718
9753	7581	8739
9734	292	8825
834	2314	8531
3342	4705	6587
1451	9191	7684
3361	7660	8698
8511	9158	8423
1217	5899	2986
4956	5221	997
497	8018	7515
6514	6073	2603
2777	8646	2834
9037	1529	9851
7619	1830	9476
3669	4536	5676
7212	912	4267
1866	6278	3322
9441	5632	1550
3307	3190	1482
2007	2914	1174
6139	3642	1637
6902	4760	66
5322	164	9456
5691	6156	755
1381	1951	7377
3123	5035	8144
4729	2498	7151
841	1193	3826
5182	9416	2971
9179	4603	4407
3144	1690	4721
6077	8437	8734
4612	7692	6382
5573	8812	3348
4582	5516	1632
3048	6927	6573
1273	4202	4423
7494	5526	314
5093	2621	3164
6765	9480	1989
9546	3453	4976
8465	8156	8449
8503	5773	1803
8143	1065	679
9022	5179	1814
3399	9793	6649
1346	550	3023
6041	4938	5758
9956	999	1558
9608	6707	9084
3495	6913	6192
465	3609	1289
9554	4516	4876
6311	9099	6615
8491	6447	1860
7516	1813	6642
4811	972	1733
474	3124	5138
8726	8985	3438
8910	2048	2731
8582	4693	7140
7762	6853	3387
4841	2836	1464
6401	7683	9916
2689	9213	9627
4349	2771	8654
8862	3238	3032
2032	5799	2629
6652	1164	1819
2128	3809	6702
8720	1517	2716
6565	4860	7413
7827	3292	703
793	319	4787
6043	6294	2826
8657	7749	2559
3503	6891	1822
4096	8768	1709
6795	4266	341
131	9108	179
612	8022	1102
8498	7182	3157
520	5979	3419
6539	6757	4231
8752	8675	5627
8011	1311	9149
4825	8565	2448
4597	314	3868
2283	2015	4822
924	151	453
2685	6035	9665
8336	2378	6492
1755	8619	9694
4459	1666	4824
4560	5465	2851
5431	4345	199
5730	4088	1043
8748	7439	5034
6637	6025	2654
5418	3744	1522
518	1055	4969
1527	6257	5624
9498	5408	4861
7455	3112	1497
9175	98	2531
7500	8958	5953
3739	1133	2687
4013	6419	3196
7609	6463	989
9454	3026	2393
2347	1593	9561
717	6980	5909
5773	2537	3766
5900	9164	6636
6743	9105	3609
8219	5558	6854
3242	2151	5152
7679	4402	869
